
image=images/avatar/female/clothhood.png

[stance]
frames=1
duration=3
type=back_forth
frame=0,0,1552,0,23,26,11,43
frame=0,1,1552,0,23,26,11,43
frame=0,2,1552,0,23,26,11,43
frame=0,3,206,0,30,28,15,44
frame=0,4,1575,0,23,26,12,43
frame=0,5,1575,0,23,26,12,43
frame=0,6,1575,0,23,26,12,43
frame=0,7,236,0,30,28,15,44

[shoot]
frames=5
duration=2
type=play_once
frame=0,0,2150,0,23,26,10,43
frame=0,1,2150,0,23,26,10,43
frame=0,2,2150,0,23,26,10,43
frame=0,3,56,0,25,29,14,43
frame=0,4,2173,0,23,26,13,43
frame=0,5,2173,0,23,26,13,43
frame=0,6,2173,0,23,26,13,43
frame=0,7,1400,0,27,26,15,44
frame=1,0,2196,0,23,26,10,43
frame=1,1,2196,0,23,26,10,43
frame=1,2,2196,0,23,26,10,43
frame=1,3,56,0,25,29,14,43
frame=1,4,2219,0,23,26,13,43
frame=1,5,2219,0,23,26,13,43
frame=1,6,2219,0,23,26,13,43
frame=1,7,1427,0,27,26,15,44
frame=2,0,2242,0,23,26,10,43
frame=2,1,2242,0,23,26,10,43
frame=2,2,2242,0,23,26,10,43
frame=2,3,81,0,25,29,14,43
frame=2,4,2265,0,23,26,13,43
frame=2,5,2265,0,23,26,13,43
frame=2,6,2265,0,23,26,13,43
frame=2,7,1292,0,27,27,15,44
frame=3,0,2288,0,23,26,10,43
frame=3,1,2288,0,23,26,10,43
frame=3,2,2288,0,23,26,10,43
frame=3,3,81,0,25,29,14,43
frame=3,4,2311,0,23,26,13,43
frame=3,5,2311,0,23,26,13,43
frame=3,6,2311,0,23,26,13,43
frame=3,7,1319,0,27,27,15,44
frame=4,0,2334,0,23,26,10,43
frame=4,1,2334,0,23,26,10,43
frame=4,2,2334,0,23,26,10,43
frame=4,3,106,0,25,29,14,43
frame=4,4,2357,0,23,26,13,43
frame=4,5,2357,0,23,26,13,43
frame=4,6,2357,0,23,26,13,43
frame=4,7,1346,0,27,27,15,44

[run]
frames=8
duration=2
type=looped
frame=0,0,1598,0,23,26,11,42
frame=0,1,1598,0,23,26,11,42
frame=0,2,1598,0,23,26,11,42
frame=0,3,266,0,30,28,15,44
frame=0,4,1621,0,23,26,12,42
frame=0,5,1621,0,23,26,12,42
frame=0,6,1621,0,23,26,12,42
frame=0,7,236,0,30,28,15,44
frame=1,0,1598,0,23,26,11,42
frame=1,1,1598,0,23,26,11,42
frame=1,2,1598,0,23,26,11,42
frame=1,3,656,0,29,28,15,44
frame=1,4,1621,0,23,26,12,42
frame=1,5,1621,0,23,26,12,42
frame=1,6,1621,0,23,26,12,42
frame=1,7,296,0,30,28,15,44
frame=2,0,1598,0,23,26,11,43
frame=2,1,1598,0,23,26,11,43
frame=2,2,1598,0,23,26,11,43
frame=2,3,0,0,29,29,15,43
frame=2,4,1621,0,23,26,12,43
frame=2,5,1621,0,23,26,12,43
frame=2,6,1621,0,23,26,12,43
frame=2,7,946,0,28,28,14,43
frame=3,0,1644,0,23,26,11,43
frame=3,1,1644,0,23,26,11,43
frame=3,2,1644,0,23,26,11,43
frame=3,3,656,0,29,28,15,44
frame=3,4,1667,0,23,26,12,43
frame=3,5,1667,0,23,26,12,43
frame=3,6,1667,0,23,26,12,43
frame=3,7,296,0,30,28,15,44
frame=4,0,1454,0,25,26,11,42
frame=4,1,1454,0,25,26,11,42
frame=4,2,1454,0,25,26,11,42
frame=4,3,326,0,30,28,15,44
frame=4,4,1479,0,25,26,14,42
frame=4,5,1479,0,25,26,14,42
frame=4,6,1479,0,25,26,14,42
frame=4,7,236,0,30,28,15,44
frame=5,0,1504,0,24,26,11,42
frame=5,1,1504,0,24,26,11,42
frame=5,2,1504,0,24,26,11,42
frame=5,3,356,0,30,28,15,44
frame=5,4,1528,0,24,26,13,42
frame=5,5,1528,0,24,26,13,42
frame=5,6,1528,0,24,26,13,42
frame=5,7,685,0,29,28,15,44
frame=6,0,1504,0,24,26,11,43
frame=6,1,1504,0,24,26,11,43
frame=6,2,1504,0,24,26,11,43
frame=6,3,714,0,29,28,14,43
frame=6,4,1528,0,24,26,13,43
frame=6,5,1528,0,24,26,13,43
frame=6,6,1528,0,24,26,13,43
frame=6,7,974,0,28,28,14,43
frame=7,0,1598,0,23,26,11,43
frame=7,1,1598,0,23,26,11,43
frame=7,2,1598,0,23,26,11,43
frame=7,3,356,0,30,28,15,44
frame=7,4,1621,0,23,26,12,43
frame=7,5,1621,0,23,26,12,43
frame=7,6,1621,0,23,26,12,43
frame=7,7,743,0,29,28,15,44

[die]
frames=6
duration=3
type=play_once
frame=0,0,626,0,30,28,15,44
frame=0,1,626,0,30,28,15,44
frame=0,2,626,0,30,28,15,44
frame=0,3,626,0,30,28,15,44
frame=0,4,626,0,30,28,15,44
frame=0,5,626,0,30,28,15,44
frame=0,6,626,0,30,28,15,44
frame=0,7,626,0,30,28,15,44
frame=1,0,859,0,29,28,12,43
frame=1,1,859,0,29,28,12,43
frame=1,2,859,0,29,28,12,43
frame=1,3,859,0,29,28,12,43
frame=1,4,859,0,29,28,12,43
frame=1,5,859,0,29,28,12,43
frame=1,6,859,0,29,28,12,43
frame=1,7,859,0,29,28,12,43
frame=2,0,888,0,29,28,12,36
frame=2,1,888,0,29,28,12,36
frame=2,2,888,0,29,28,12,36
frame=2,3,888,0,29,28,12,36
frame=2,4,888,0,29,28,12,36
frame=2,5,888,0,29,28,12,36
frame=2,6,888,0,29,28,12,36
frame=2,7,888,0,29,28,12,36
frame=3,0,917,0,29,28,12,32
frame=3,1,917,0,29,28,12,32
frame=3,2,917,0,29,28,12,32
frame=3,3,917,0,29,28,12,32
frame=3,4,917,0,29,28,12,32
frame=3,5,917,0,29,28,12,32
frame=3,6,917,0,29,28,12,32
frame=3,7,917,0,29,28,12,32
frame=4,0,2689,0,27,22,11,26
frame=4,1,2689,0,27,22,11,26
frame=4,2,2689,0,27,22,11,26
frame=4,3,2689,0,27,22,11,26
frame=4,4,2689,0,27,22,11,26
frame=4,5,2689,0,27,22,11,26
frame=4,6,2689,0,27,22,11,26
frame=4,7,2689,0,27,22,11,26
frame=5,0,2664,0,25,23,9,18
frame=5,1,2664,0,25,23,9,18
frame=5,2,2664,0,25,23,9,18
frame=5,3,2664,0,25,23,9,18
frame=5,4,2664,0,25,23,9,18
frame=5,5,2664,0,25,23,9,18
frame=5,6,2664,0,25,23,9,18
frame=5,7,2664,0,25,23,9,18

[cast]
frames=7
duration=2
type=play_once
frame=0,0,1690,0,23,26,11,43
frame=0,1,1690,0,23,26,11,43
frame=0,2,1690,0,23,26,11,43
frame=0,3,206,0,30,28,15,43
